medallion,hack_license,vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,rate_code,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,credit_card
32D306FD3A4D7CEDCFD8D644294DD5B7,05EACD5B806FC3D01A377606D37CF327,CMT,CSH,16.5,0,0.5,0,0,17,1,2013-01-08 10:17,2013-01-08 10:36,1,1191,3.6,-73.985962,40.758213,-73.950424,40.783554,
0A3EF18FFD7FA5327C66C6B1CE068F3A,E8BD33FAF31C98E52D1E45A60216113B,CMT,CSH,50.5,0.5,0.5,0,0,51.5,1,2013-01-01 23:26,2013-01-01 23:49,2,1361,18.9,-73.783318,40.648636,-73.964249,40.719543,
B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,CSH,14,0,0.5,0,0,14.5,1,2013-01-10 14:11,2013-01-10 14:29,1,1059,3.3,-74.00843,40.707649,-73.992279,40.749187,
C6CE309A20A523E64FDCDECF150A2EC1,3DC3C9552D190C5D26B0358C23E449A6,CMT,CSH,5,0,0.5,0,0,5.5,1,2013-01-10 12:08,2013-01-10 12:12,1,245,0.8,-73.987953,40.761723,-73.989838,40.756985,
C6CE309A20A523E64FDCDECF150A2EC1,3DC3C9552D190C5D26B0358C23E449A6,CMT,CSH,13,0,0.5,0,0,13.5,1,2013-01-10 7:07,2013-01-10 7:19,1,701,3.8,-73.994026,40.719303,-73.978729,40.762787,
5E162F2D7F569949769648C56A23C525,6F7932F2B112DAABF1F2A385FE2AB819,CMT,CSH,26.5,0.5,0.5,0,0,27.5,1,2013-01-08 3:13,2013-01-08 3:34,1,1258,9.1,-73.997856,40.756405,-73.872955,40.774406,
5E162F2D7F569949769648C56A23C525,6F7932F2B112DAABF1F2A385FE2AB819,CMT,CSH,26.5,0.5,0.5,0,0,28.5,1,2013-01-08 3:13,2013-01-08 3:34,1,1258,9.1,-73.997856,40.756405,-73.872955,40.774406,
82420BD631D2BB88E2F213A8CA15BECE,213779F7AA40E58009B3457E3FA7089D,CMT,CSH,4.5,0,0.5,0,0,5,1,2013-01-08 10:21,2013-01-08 10:24,1,181,0.6,-73.988632,40.73122,-73.986717,40.738674,
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,CSH,15.5,0,0.5,0,0,16,1,2013-01-10 10:08,2013-01-10 10:31,1,1375,2.5,-73.990204,40.748875,-73.958092,40.765244,
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,CSH,9,0,0.5,0,0,9.5,1,2013-01-10 13:45,2013-01-10 13:55,1,625,1.8,-73.994225,40.743343,-73.990562,40.724537,
1ABD0BB8B7278A49B4F6502B59E1CEFB,AE49AF37C8856F2EA32953F207A9C339,CMT,CSH,5,0.5,0.5,0,0,6,1,2013-01-01 23:33,2013-01-01 23:36,2,188,0.8,-73.983711,40.756092,-73.98494,40.748222,
4728FA63A46613319446ED726626FED3,4A6C8D08FAB98E9C9B21399C5255EED0,CMT,CSH,8.5,0,0.5,0,0,9,1,2013-01-08 8:04,2013-01-08 8:13,1,542,1.4,-74.000961,40.747326,-73.981567,40.742344,
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,CSH,7,0,0.5,0,0,7.5,1,2013-01-08 12:48,2013-01-08 12:55,1,459,1,-74.000534,40.742233,-74.005173,40.728985,
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,CSH,13,0,0.5,0,0,13.5,1,2013-01-08 11:20,2013-01-08 11:38,1,1104,2,-73.991524,40.750286,-73.970345,40.751801,
961D9C9506D105D3A7E88229F0487033,65683B8714DEF5F783E75E8111784177,CMT,CSH,6,1,0.5,0,0,7.5,1,2013-01-10 16:16,2013-01-10 16:22,2,324,1.1,-74.006844,40.741451,-73.994499,40.75061,
24BBC0F0660705A705213997B408E775,DFAAB8123DBA2696AFE3E289530BFDD1,CMT,CSH,5,0,0.5,0,0,5.5,1,2013-01-07 15:32,2013-01-07 15:35,1,204,0.8,-73.970627,40.788956,-73.96949,40.797729,
E71CDEFCB364DA0D385629612EE30642,C7259B75B62CB850082BDEB4149DC075,CMT,CSH,5,1,0.5,0,0,6.5,1,2013-01-07 18:42,2013-01-07 18:46,1,274,0.6,-73.985481,40.75679,-73.99131,40.749985,
B4B73C7B5D426BF5D77586628774409D,521E0E82FE5F1C8DDD7F019CE718C022,CMT,CSH,4,0.5,0.5,0,0,5,1,2013-01-07 20:44,2013-01-07 20:46,1,157,0.4,-73.988838,40.723125,-73.99382,40.721088,
BCE59CF7BF7FC3BCAF75E0DA610454AE,3D1DA149B5F4C3AF065249253EDAFE4F,CMT,CSH,19,0.5,0.5,0,0,20,1,2013-01-08 0:38,2013-01-08 0:54,1,945,6.2,-73.988708,40.720913,-73.940193,40.79808,
8C019CD008A70CC21058D22CF873E42E,EC35D26CEE8BBC5FAD8653358C7C194E,CMT,CSH,5,0.5,0.5,0,0,6,1,2013-01-08 3:50,2013-01-08 3:53,2,193,1,-73.981224,40.767769,-73.970879,40.758625,
8C019CD008A70CC21058D22CF873E42E,EC35D26CEE8BBC5FAD8653358C7C194E,CMT,CSH,7,1,0.5,0,0,8.5,1,2013-01-07 19:41,2013-01-07 19:46,1,332,1.6,-73.990692,40.718311,-73.979843,40.739082,
927778B147439831E9A9A478457D25E1,2E744AB076831794EAD3C3AE52FAAE8B,CMT,CSH,8.5,0,0.5,0,0,9,1,2013-01-07 9:54,2013-01-07 10:03,1,549,1.7,-73.952293,40.766174,-73.956772,40.783718,
24929E5F008DBC4C0E551B957F619910,F7C8E4BC689563E4562A9F52A04EE619,CMT,CSH,14.5,0,0.5,0,0,15,1,47:04.0,2013-01-08 16:06asdf,1,1136,2.9,-73.96151,40.771465,-73.991211,40.739906,
24929E5F008DBC4C0E551B957F619910,F7C8E4BC689563E4562A9F52A04EE619,CMT,CSH,52,0,0.5,0,4.8,57.3,2,2013-01-08 10:38,2013-01-08 11:16,2,2317,20,-74.007858,40.705116,-73.789879,40.643303,
BDEEBD1061513B74A562C671996AC37D,4AD765DA056982FF3FBB07B15E3EE833,CMT,CSH,4,0,0.5,0,0,4.5,1,2013-01-10 12:44,2013-01-10 12:46,1,153,0.6,-73.995338,40.744701,-73.993591,40.737778,
09C6A58617D39C6AF257965FE1EADADD,9E0AC254B3663DCB83FB6D514AA94F33,CMT,CSH,4.5,0,0.5,0,0,5,1,2013-01-07 7:00,2013-01-07 7:03,1,188,0.8,-73.989571,40.756386,-73.980858,40.761368,
F1C59489D7073DD8F1838DD0E905F47D,41BD3F0A3B9F226AF061931FECE16869,CMT,CSH,8.5,1,0.5,0,0,10,1,2013-01-07 19:28,2013-01-07 19:37,2,506,1.9,-73.99514,40.754845,-74.00518,40.728897,
826C0A320CFC98F461EA887C2F9D1509,AB97FEEAF9D7C32566773EA33D18E4AA,CMT,CSH,11.5,0,0.5,0,0,12,1,2013-01-08 11:19,2013-01-08 11:35,1,970,1.8,-73.993645,40.75573,-73.984528,40.762451,
826C0A320CFC98F461EA887C2F9D1509,AB97FEEAF9D7C32566773EA33D18E4AA,CMT,CSH,11.5,0,0.5,0,0,13,1,2013-01-08 11:19,2013-01-08 11:35,1,970,1.8,-73.993645,40.75573,-73.984528,40.762451,
84EF36B5618476EF69CAA413F8464108,BAC3A898EA6DE003F54EFFF3594BEE41,CMT,CSH,7.5,0,0.5,0,0,8,1,2013-01-05 9:50,2013-01-05 9:57,1,403,1.7,-73.999763,40.743454,-73.978607,40.752537,
251012565308E6E0E67550CFBBD253AB,8B204068A2EB2F13F762C05AC1F0B075,CMT,CSH,14,0,0.5,0,0,14.5,1,2013-01-05 19:52,2013-01-05 20:08,4,959,3.5,-73.999146,40.734352,-73.983322,40.773598,
B35B40A7C6563AAC24DF7566CD3434E1,D28B1ABE1ED4B3DC3C2C8B9D949F123A,CMT,CSH,4.5,1,0.5,0,0,6,1,2013-01-07 16:31,2013-01-07 16:35,1,227,0.6,-73.990356,40.749485,-73.990852,40.756248,
281BD3C8825FF093DCEC21A7E65697CE,2C2E05D913DBB61C7E5B334FFAEF6132,CMT,CSH,4,1,0.5,0,0,5.5,1,2013-01-07 18:03,2013-01-07 18:14,1,632,0.5,-73.982033,40.783218,-73.957726,40.80088,
BDEEBD1061513B74A562C671996AC37D,4AD765DA056982FF3FBB07B15E3EE833,CMT,CSH,5.5,0,0.5,0,0,6,1,2013-01-10 12:19,2013-01-10 12:25,1,394,0.4,-73.964081,40.76532,-73.967987,40.762878,
6C8288A327BA30EC477E601902DEE83A,56513BD62A237C81681F8A6225F150FE,CMT,CSH,4,0,0.5,0,0,4.5,1,2013-01-10 9:36,2013-01-10 9:39,1,171,0.4,-74.00016,40.721786,-74.004173,40.716911,
4351ACEF683BECBD3E283F324EB78460,D60F62D8BFC273D4B886BFC51EF3434A,CMT,CSH,5,0,0.5,0,0,5.5,1,2013-01-08 12:40,2013-01-08 12:44,1,256,0.9,-73.977966,40.745564,-73.979599,40.735664,
A954A71B6D44265AE756BF807E069396,D5CA7D478A14BA3BBFC20153C5C88B1A,CMT,DIS,7,0,0.5,0,0,7.5,1,2013-01-07 10:05,2013-01-07 10:13,1,446,1.1,-73.98909,40.748367,-73.974983,40.756035,
A954A71B6D44265AE756BF807E069396,D5CA7D478A14BA3BBFC20153C5C88B1A,CMT,DIS,7,0,0.5,0,0,8.5,1,2013-01-07 10:05,2013-01-07 10:13,1,446,1.1,-73.98909,40.748367,-73.974983,40.756035,
6502AF8DFACB2ED1E98C8E19E1F9B1FD,8F57E218C49D5545AF62D9EF159B625D,CMT,CSH,6,0,0.5,0,0,6.5,1,2013-01-07 10:42,2013-01-07 10:48,1,342,1,-73.975433,40.752464,-73.975189,40.741436,
50C1AEB304BCE14FCE2D6339B675393C,67DE3661852881262093FF46250AF928,CMT,CSH,7.5,0,0.5,0,0,8,1,2013-01-10 15:08,2013-01-10 15:16,2,491,1.5,-74.003731,40.726925,-73.998352,40.745613,
A5A8A43BC46B1407C12AC4D4E336BF29,F1FD273B5311056AEAEC7CFCFA3A019A,CMT,CSH,3.5,1,0.5,0,0,5,1,2013-01-07 16:33,2013-01-07 16:35,1,119,0.2,-73.978653,40.752361,-73.980858,40.747856,
D0AA7AE64A25B645CD2E4556E691EC0F,200D138C6C8CCA3578BA28B280FBC4E4,CMT,CSH,3.5,0,0.5,0,0,4,1,2013-01-10 14:27,2013-01-10 14:29,1,156,0.2,-73.977982,40.742004,-73.981308,40.743031,
237F49C3ECC11F5024B254268F054384,93C363DDF8ED9385D65FAD07CE3F5F07,CMT,CSH,5.5,0,0.5,0,0,6,1,2013-01-07 12:21,2013-01-07 12:26,1,277,0.9,-73.95079,40.714039,-73.940895,40.721325,
590D90160BD7C2673D47DBF107B10B3E,E3720119A91AB7C7A329088269009487,CMT,CSH,16.5,0.5,0.5,0,0,17.5,1,2013-01-07 22:21,2013-01-07 22:38,1,976,4.5,-73.995682,40.679161,-73.991219,40.733498,
B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,CSH,21.5,0,0.5,0,0,22,1,2013-01-10 15:34,2013-01-10 16:01,3,1643,4.4,-74.010124,40.720692,-73.979279,40.758221,
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,CSH,21,0.5,0.5,0,0,22,1,2013-01-08 0:30,2013-01-08 0:45,1,895,6.7,-73.99482,40.743816,-73.954865,40.820244,
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,CSH,4.5,1,0.5,0,0,6,1,2013-01-07 16:04,2013-01-07 16:07,1,157,0.7,-73.954712,40.789288,-73.96611,40.789959,
78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,CSH,12,0,0.5,0,0,12.5,1,2013-01-10 14:30,2013-01-10 14:47,3,987,2.2,-73.955818,40.787796,-73.976006,40.760063,
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,CSH,11,0,0.5,0,0,11.5,1,2013-01-01 16:46,2013-01-01 16:56,1,587,2.8,-73.959908,40.806396,-73.983292,40.775673,
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,CSH,11.5,0,0.5,0,4.8,16.8,1,2013-01-08 11:41,2013-01-08 11:51,1,584,3.2,-73.971962,40.749996,-73.949791,40.72604,
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,CSH,6.5,0.5,0.5,0,0,7.5,1,2013-01-08 2:09,2013-01-08 2:14,2,299,1.3,-73.998047,40.74577,-73.990494,40.761196,
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,CSH,6.5,0.5,0.5,0,0,8.5,1,2013-01-08 2:09,2013-01-08 2:14,2,299,1.3,-73.998047,40.74577,-73.990494,40.761196,
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,CSH,8.5,0,0.5,0,0,9,1,2013-01-10 11:02,2013-01-10 11:11,1,533,1.5,-73.962318,40.77911,-73.981895,40.773785,
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,CSH,11,0,0.5,0,0,11.5,1,2013-01-01 16:06,2013-01-01 16:22,2,927,1.8,-73.989059,40.750572,-73.973686,40.755997,
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,CSH,4,0,0.5,0,0,4.5,1,2013-01-01 9:19,2013-01-01 9:21,1,145,0.5,-73.954796,40.59893,-73.950531,40.604225,
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,CSH,4,0,0.5,0,0,5.5,1,2013-01-01 9:19,2013-01-01 9:21,1,145,0.5,-73.954796,40.59893,-73.950531,40.604225,
877AAB787A0BCD95781E7DA0770CCB1D,669DD2780CAF48FDADA9F55E816C7608,CMT,CSH,12.5,0.5,0.5,0,0,13.5,1,2013-01-07 20:48,2013-01-07 21:02,1,851,3.2,-73.97345,40.763561,-74.008682,40.730442,
1944EB168702ED8E6B9FD94E988D0197,1D24DD6F12731B59E72DD7CF387F5011,CMT,CSH,10,0,0.5,0,0,10.5,1,2013-01-08 11:12,2013-01-08 11:25,1,779,1.7,-73.980438,40.76128,-73.990608,40.740143,
26B6CDD419985C6F551F0FAE87EF3AA9,015760806341352ED97B0F79C8A873BC,CMT,CSH,5,0.5,0.5,0,0,6,1,2013-01-06 22:29,2013-01-06 22:33,1,242,0.7,-73.97522,40.751698,-73.986893,40.75592,
FC82D4D00FE8AB93B2973EECB3559EA8,F554ED01B1DA0828B956446E40231C46,CMT,CSH,11,0.5,0.5,0,0,12,1,2013-01-05 21:28,2013-01-05 21:38,2,587,2.9,-73.966156,40.764412,-73.973183,40.792542,
6893BD66639F1F6BD44F8AF1A2756145,C20D9C58D84686C59650065E23996936,CMT,CSH,5.5,0,0.5,0,0,6,1,2013-01-05 10:01,2013-01-05 10:06,1,277,0.8,-73.957909,40.774628,-73.961441,40.764832,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
E4CF46763B08F900DC762EDEB6C37D2D,92A6C54F05688F8E5CD2E32BBCB4FBA9,VTS,CSH,13,0.5,0.5,0,0,14,1,2013-01-13 4:39,2013-01-13 4:49,1,600,3.6,-73.993134,40.692734,-74.010071,40.720856,
A5D125F5550BE7822FC6EE156E37733A,08DB3F9FCF01530D6F7E70EB88C3AE5B,VTS,CRD,11,0.5,0.5,2,0,14,1,2013-01-13 4:37,2013-01-13 4:47,5,600,2.91,-73.966843,40.756741,-73.987885,40.722713,4.53939E+15
1E65B7E2D1297CF3B2CA87888C05FE43,F9ABCCCC4483152C248634ADE2435CF0,VTS,CSH,15.5,0.5,0.5,0,0,16.5,1,2013-01-13 4:26,2013-01-13 4:46,1,1200,2.46,-73.956451,40.771442,-73.972733,40.74345,
EE1513D432B07F7E0B5E2ED1EF629086,F31D261881520931062C011366E56A04,VTS,CRD,18,0.5,0.5,3.7,0,22.7,1,2013-01-13 4:30,2013-01-13 4:44,6,840,5.21,-74.005455,40.740772,-73.967354,40.798096,3.48851E+14
90D83E0D0B4FF8DE2923C2977EF22C36,92153937578731DA2B1EC83D91E7FA3E,VTS,CSH,8.5,0.5,0.5,0,0,9.5,1,2013-01-13 4:37,2013-01-13 4:44,2,420,2.21,-73.998657,40.74015,-73.98526,40.763435,
A56F3CF07F1085B21C365C8D3CED7528,EC2EC41BDE2E812AB5B4881D54B6779F,VTS,CSH,12,0.5,0.5,0,0,13,1,2013-01-13 4:32,2013-01-13 4:43,1,660,3.51,-73.954376,40.789677,-73.986755,40.757061,
34191B0F711962DA5405CF75A7D520DD,037AEA184D39DEE88D5A1026BAB7F3A0,VTS,CRD,17.5,0.5,0.5,3.6,0,22.1,1,2013-01-13 4:31,2013-01-13 4:48,1,1020,5.42,-73.989914,40.760544,-73.910805,40.764915,4.02401E+15
2111CFA825ECEE9430C3F075E8DC2E5A,3B23D23383A197F51D7B27F2C22D366A,VTS,CSH,8,0.5,0.5,0,0,9,1,2013-01-13 4:30,2013-01-13 4:35,1,300,2.1,-73.963219,40.761696,-73.978546,40.740952,
E5264BF2B41FA581408BDFD747234640,604D2DB02786BB98D83FFE8F1941E961,VTS,CSH,43,0.5,0.5,0,0,44,1,2013-01-13 4:02,2013-01-13 4:37,3,2100,13.51,-73.984451,40.732834,-73.976036,40.606304,
834DBD712775DC97F361886D81DD2D67,5356BA5BA6A91E70E05B42664AF15F5F,VTS,CSH,7.5,0.5,0.5,0,0,8.5,1,2013-01-13 4:30,2013-01-13 4:37,1,420,1.56,-73.944519,40.809158,-73.952927,40.824116,
AB68F50158A41A4CCB6DFFC7F0D43F93,CD7090567F1CA9696292D722E5F305EE,VTS,CSH,4,0.5,0.5,0,0,5,1,2013-01-13 4:33,2013-01-13 4:35,3,120,0.67,-73.980049,40.735142,-73.975029,40.741756,
8B17A20F99817F9751EE8683E43B712E,DF72C57F328509CC364656C94021B9B9,VTS,CRD,12,0.5,0.5,3.75,0,16.75,1,2013-01-13 4:19,2013-01-13 4:35,4,960,3.34,-73.962257,40.760571,-73.973259,40.748432,3.71411E+14
69C9DCBC1090B4811286FFA548C58088,7C67FCC44C76FFB7B0802EDAFE717456,VTS,CSH,17,0.5,0.5,0,0,18,1,2013-01-13 4:18,2013-01-13 4:37,2,1140,4.13,-74.006317,40.733406,-73.956848,40.710377,
2F916CFD5E51E9A620F3D4F9D65D2A7B,2A30B29871D56BED841C3D4B199B34B9,VTS,CSH,8,0.5,0.5,0,0,9,1,2013-01-13 4:34,2013-01-13 4:39,5,300,2.19,-73.977806,40.76321,-73.977325,40.784355,
2F916CFD5E51E9A620F3D4F9D65D2A7B,2A30B29871D56BED841C3D4B199B34B9,VTS,CSH,8,0.5,0.5,0,0,10,1,2013-01-13 4:34,2013-01-13 4:39,5,300,2.19,-73.977806,40.76321,-73.977325,40.784355,
942EDD26C4E3337133058C095AD23289,B3AE7651824A314746131C8187B20783,VTS,CRD,32,0.5,0.5,8.12,0,41.12,1,2013-01-13 4:04,2013-01-13 4:31,1,1620,10.1,-74.010414,40.729927,-73.937714,40.850773,5.3848E+15
92D01E396D7AC7BD09183A7ED793E274,A346D80F83D3C8DB6B2240B13F1FAC9A,VTS,CRD,3.5,0.5,0.5,0,0,4.5,1,2013-01-13 4:38,2013-01-13 4:40,1,120,0.55,-73.967133,40.756481,-73.971085,40.751221,4.92931E+15
F1C63842BC47D1C30A1317560F24FD38,9D0A6E44AF6C07CD7C55792C2E5B44BE,VTS,CRD,32,0.5,0.5,6.5,6.5,46,1,2013-01-13 4:14,2013-01-13 4:38,1,1440,10.63,-74.005142,40.739998,-73.848808,40.71014,4.53912E+15
F1C63842BC47D1C30A1317560F24FD38,9D0A6E44AF6C07CD7C55792C2E5B44BE,VTS,CRD,32,0.5,0.5,6.5,6.5,47,1,2013-01-13 4:14,2013-01-13 4:38,1,1440,10.63,-74.005142,40.739998,-73.848808,40.71014,4.53992E+15
3445DDD1C9D7E53CE70ABA3EA52A71B7,CA99469E60FC200FBAD0B711F059851B,VTS,CSH,4,0.5,0.5,0,0,5,1,2013-01-13 04:36asdf,2013-01-13 04:38asdf,1,120,0.47,-73.94384,40.814938,-73.940895,40.818977,
867892F8F81A6590EB536BE1D4F6305C,DCAFC607007FA6C88E8331014061CEEA,VTS,CSH,22.5,0.5,0.5,0,0,23.5,1,2013-01-13 4:16,2013-01-13 4:38,1,1320,6.82,-73.998161,40.73542,-73.920761,40.766708,
CEBDF09A60BF166DF41F860742D4D4E1,286430A4C250827AFD37CB33908C99DA,VTS,CRD,20.5,0.5,0.5,4.2,0,25.7,1,2013-01-13 4:08,2013-01-13 4:33,1,1500,5.32,-73.98658,40.766548,-74.004395,40.717068,4.02401E+15
CEBDF09A60BF166DF41F860742D4D4E1,286430A4C250827AFD37CB33908C99DA,VTS,CRD,20.5,0.5,0.5,4.2,0,26.7,1,2013-01-13 4:08,2013-01-13 4:33,1,1500,5.32,-73.98658,40.766548,-74.004395,40.717068,5.17122E+15
E9A3CD6DAA7E1987F9779BAA22590D81,D54CF7377B7073E28919E82DAA073F7A,VTS,CSH,7.5,0.5,0.5,0,0,8.5,1,2013-01-13 4:31,2013-01-13 4:38,1,420,1.71,-73.989471,40.720623,-73.964294,40.773182,
27326B9D714EA6D0EFAA5AF77BFFFFFC,51875E70A658454BE283034D7A303E9A,VTS,CSH,16.5,0.5,0.5,0,0,17.5,1,2013-01-13 4:27,2013-01-13 4:43,3,960,4.72,-73.982887,40.744957,-73.925652,40.764259,
27326B9D714EA6D0EFAA5AF77BFFFFFC,51875E70A658454BE283034D7A303E9A,VTS,CSH,16.5,0.5,0.5,0,0,18.5,1,2013-01-13 4:27,2013-01-13 4:43,3,960,4.72,-73.982887,40.744957,-73.925652,40.764259,
282E88327FA32E0C655B1216A91125A6,7152AE0408719E98C7A42D7B8E9BFB38,VTS,CSH,17,0.5,0.5,0,0,18,1,2013-01-13 4:24,2013-01-13 4:41,6,1020,4.77,-73.988449,40.723179,-73.981247,40.765068,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
